MIR_ID	Rcc1_miR_prog	Rcc10_miR_nonprog	Rcc11_miR_prog	Rcc12_miR_nonprog	Rcc13_miR_nonprog	Rcc15_miR_nonprog	Rcc16_miR_nonprog	Rcc17_miR_nonprog	Rcc18_miR_nonprog	Rcc19_miR_nonprog	Rcc2_miR_prog	Rcc20_miR_nonprog	Rcc21_miR_nonprog	Rcc22_miR_nonprog	Rcc23_miR_nonprog	Rcc3_miR_prog	Rcc4_miR_nonprog	Rcc5_miR_prog	Rcc7_miR_nonprog	Rcc8_miR_prog	Rcc9_miR_prog
miR-4507-3p	0	6.5	0	4	2	11	0	5	6	1	1	11	5	6	3	1	0	5	0	5	6
miR-3620-5p	0	6.5	0	0	4	0	0	6	4	0	0	1	0	5	0	2	0	0	3	1	2
miR-4766-5p	0	6	0	2	0	3	3	1	2	0	3	0	1	1	0	2	0	1	0	0	3
miR-4772-3p	0	6	2	6	0	11	20	10	8	7	0	0	8	0	2	5	0	7	0	0	0
miR-550a-3-3p	0	6	2	15	20	26	9	9	8	7	2	9	9	3	9	4	0	7	2	0	4
miR-1250-5p	0	6	8	6	12	18	15	11	1	8	11	3	4	3	5	5	6	9	4	5	4
miR-4279-3p	0	6	7	8	1	26	0	4	16	0	6	20	13	8	6	3	0	15	10	10	0
miR-6830-3p	0	6	0	7	0	0	3	1	0	1	2	0	1	1	0	0	0	3	0	0	2
miR-644a-3p	0	6	2	6	0	0	0	4	1	1	3	3	4	0	0	2	8	3	0	1	0
miR-4681-3p	0	6	3	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
miR-5579-5p	0	6	1	0	0	0	0	7	2	0	2	0	1	0	0	0	0	0	1	0	0
miR-6815-3p	0	6	5	0	1	1	3	1	2	0	0	0	2	0	1	1	0	6	0	0	0
miR-203b-3p	0	6	4	0	8	4	2	1	19	2	21	13	5	3	2	1	12	1	0	0	0
miR-4783-5p	0	6	2	7	2	2	5	5	10	5	5	2	0	4	0	2	0	6	4	0	7
miR-485-3p	0	6	8	0	6	0	3	1	23	27	5	2	18	1	7	2	8	50	0	0	0
miR-4510-5p	0	6	0	0	2	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	1
miR-301b-5p	0	6	0	2	4	0	1	12	5	0	3	1	5	3	0	0	14	0	3	3	2
miR-3135b-5p	0	6	6	8	4	6	6	4.333333333	7.333333333	2	14.66666667	5	3	2.333333333	7.333333333	1	0	8	0	10	4.333333333
miR-548ap-5p	0	6	4.9	0	4.846153846	9.307692308	0.08	8	8	3.16	0	0	2.48	0.384615385	3	1.898181818	0	5.555555556	0	0	0.666666667
miR-367-3p	0	6	0	2	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
miR-5011-3p	0	6	0	0	3	0	0	0	3	2	5	0	9	0	1	0	0	0	0	0	0
miR-509-2-5p	0	6	2	0	10	0	0	2	8	0	2	0	2	0	3	0	0	4	0	0	1
miR-6845-3p	0	6	0	4	0	14	0	4	2	0	2	7	9	6	0	0	0	5	0	6	3
miR-7159-5p	0	6	3	7	0	5	0	1	2	0	7	0	0	10	0	2	0	1	0	2	0
miR-556-3p	0	6	0	0	0	5	2	2	0	1	0	0	2	0	2	0	0	0	0	0	0
miR-7515-3p	0	6	5	13	4	15	3	7	4	4	8	21	5	6	8	1	0	1	2	6	19
miR-122b-3p	0	6	0	0	0	0	3	0	2	9	0	2	0	0	1	3	0	3	0	0	0
miR-551b-3p	0	6	7	4	5	0	4	11	11	2	2	18	10	2	2	2	0	1	9	2	5
miR-6134-3p	0	6	3	2	0	1	1	4	1	3	0	5	3	5	0	2	0	1	5	4	1
miR-12118-5p	0	6	10	1	5	4	3	2	5	1	7	5	6	6	1	8	0	15	1	0	0
miR-4715-5p	0	6	3	0	3	1	8	8	14	0	21	4	0	3	3	14	0	23	8	4	0
miR-12119-3p	0	6	2	0	0	1	0	2	2	0	1	0	0	3	4	2	0	3	0	0	0
miR-608-3p	0	6	5	0	5	2	0	0	7	1	4	3	0	1	3	4	0	1	0	0	2
miR-2116-5p	0	6	5	0	0	0	0	0	0	3	0	0	7	0	0	0	0	6	0	0	0
miR-1972-2-3p	0	6	1	0	0	0	0	2	3	0	0	4	0	2	0	0	0	1	0	0	4
miR-9986-5p	0	6	2	1	5	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	8
miR-4280-5p	0	6	8	3	2	8	1	4	10	0	13	1	3	0	7	1	0	4	3	0	4
miR-202-3p	0	6	0	0	3	5	0	2	5	0	4	0	10	1	5	1	0	1	1	2	0
miR-548p-5p	0	6	0	0	4	0	0	0	2	0	3.2	0	1	0	1	0	0	16	0	0	0
miR-4772-5p	0	6	0	6	2	6	0	8	5	2	0	3	2	1	4	6	5	1	0	4	6
miR-7111-3p	0	6	4	1	0	10	0	0	6	0	8	2	3	0	3	3	11	2	0	4	5
miR-1290-5p	0	6	0	0	0	0	2	1	0	0	0	9	0	0	2	0	0	0	1	0	0
miR-5571-5p	0	6	4	3	0	0	4	0	0	2	0	0	3	0	3	0	0	2	2	0	0
miR-5685-5p	0	6	2	2	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1
miR-365b-5p	0	6	7	8	6	0	6	9	0	17	10	0	15	1	2	3	0	14	1	10	3
miR-4323-5p	0	6	3	1	3	0	0	1	1	4	7	4	4	0	0	0	0	4	0	0	1
miR-4758-3p	0	6	3	11	1	9	5	11	9	5	3	0	10	6	1	3	15	11	1	4	0
miR-6716-3p	0	6	8	0	1	10	0	2	2	9	2	9	8	0	5	0	0	3	1	1	8
miR-575-3p	0	6	1	5	4	0	3	0	0	2	1	15	5	1	5	5	0	6	1	13	8
miR-5193-5p	0	6	1	6	7	1	0	0	1	2	3	1	10	2	4	2	0	1	4	4	8
miR-34c-5p	0	6	14	0	8	5	13	17	43	21	9	0	17	0	9	6	9	76	1	0	0
miR-4687-5p	0	6	0	4	9	28	5	9	6	5	9	5	6	3	6	6	10	12	5	4	7
miR-3194-3p	0	6	2	4	5	0	14	7	8	7	8	0	3	14	0	2	8	15	0	0	0
miR-3116-1-3p	0	6	0	0	1	0	0	12	3	0	2	6	5	0	2	1	0	2	0	0	0
miR-6786-3p	0	6	6	5	1	7	4	13	2	0	0	8	4	5	4	1	0	2	3	0	5
miR-133b-3p	0	6	7	9	2	2	0	8	3	0	10	0	3	0	3	1	12	5	1	0	2
miR-3126-5p	0	6	1	0	0	0	0	3	0	0	4	0	0	1	2	0	3	2	0	0	0
miR-299-3p	0	6	3	2	3	10	0	6	5	9	5	0	2	0	1	0	0	15	1	0	0
miR-4775	0	6	0	1	1	3	1	5	2	6	0	0	1	0	0	0	0	2	0	0	0
miR-7114-3p	0	6	2	0	4	0	0	0	0	3	0	0	0	1	2	1	7	3	2	1	4
miR-4531-3p	0	6	9	2	2	6	0	8	8	3	0	0	4	3	5	4	34	4	2	6	1
miR-3911-5p	0	6	6	3	2	2	2	4	4	3	1	8	3	3	1	0	0	1	1	2	9
miR-6754-3p	0	6	6	1	9	1	5	3	1	3	2	16	9	3	3	2	0	0	1	0	22
miR-6165-3p	0	6	1	8	1	2	1	2	0	3	3	23	2	3	5	1	24	1	6	12	0
miR-3688-2-5p	0	6	0	2	2	7	0	3	1	1	1	0	0	0	1	4	0	5	3	0	0
miR-3130-1-3p	0	6	2	6	5	0	0	8	5	12	9	9	3	4	5	3	0	0	0	1	4
miR-1537-5p	0	6	0	1	0	0	8	0	0	5	0	0	0	0	0	0	0	3	2	0	0
miR-149-3p	0	6	5	0	8	5	0	10	1	3	0	0	3	0	3	4	0	0	2	3	14
miR-7706	0	6	4	0	3	0	0	0	4	8	1	6	2	3	0	5	0	3	7	0	7
miR-6128-5p	0	6	2	4	1	0	2	3	0	0	9	0	0	0	0	1	0	3	4	0	0
miR-4513-3p	0	6	5	13	2	8	3	7	7	5	7	12	4	10	2	5	8	4	13	13	11
miR-187-5p	0	6	0	1	0	0	1	1	2	2	0	0	2	2	3	0	0	1	0	0	1
miR-4790-3p	0	6	2	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
miR-15a-3p	0	6	4	0	3	2	0	8	5	8	1	0	8	1	4	3	0	11	2	0	1
miR-3115	0	6	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0
miR-12115-3p	0	6	5	5	0	0	0	0	0	3	0	8	2	1	1	1	0	1	1	0	7
miR-6839-5p	0	6	0	3	2	1	3	1	0	0	3	0	4	9	2	0	0	0	5	1	0
miR-548e-5p	0	6	2	0	0	0	3	4	3	0	8	0	0	0	7	3	0	2	0	2	0
miR-4668-5p	0	6	3	4	6	0	2	14	2	6	5	13	9	3	2	0	0	3	12	7	5
miR-512-2-3p	0	6	1	1	16	6	2	10	6	12	11	1	3	8	3	5	8	6	4	0	0
miR-6866-3p	0	6	2	0	0	0	0	17	7	7	0	0	4	1	1	1	0	2	0	0	12
miR-548b-3p	0	6	5	1	0	0	0	3	1	4	9	0	5	0	0	0	0	2	7	0	0
miR-3157-5p	0	6	4	0	3	2	0	9	0	10	1	0	3	0	3	2	7	1	0	0	0
miR-3151-3p	0	6	11	0	0	0	7	10	14	13	3	0	7	1	2	3	4	1	1	3	2
miR-4732-3p	0	6	5	5	7	87	2	12	12	24	21	48	11	34	2	7	3	15	30	5	5
miR-548h-5-5p	0	5.909090909	6	2	1	0	0	1	4	4.909090909	3	0	6	1	2.636363636	2	0	7.636363636	0.636363636	0	1
miR-587-5p	0	5	0	2	6	0	0	1	3	4	2	5	1	0	0	2	0	0	3	0	0
miR-4676-3p	0	5	0	0	0	4	0	0	2	0	0	0	1	0	0	4	0	5	0	0	0
miR-548aw-3p	0	5	1	4	10	5	11	2	0	16	11	0	6	3	7	1	0	0	1	0	0
miR-2467-5p	0	5	1	7	1	1	0	6	9	0	3	1	1	3	1	3	0	0	0	0	0
miR-4694-3p	0	5	0	4	0	0	0	5	8	0	0	11	0	0	0	1	0	5	4	0	0
miR-3677-3p	0	5	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
miR-6720-3p	0	5	3	0	0	4	5	1	0	0	3	9	9	4	8	6	0	0	0	6	1
miR-1302-1-5p	0	5	1	0	0	0	2	7	0	0	0	0	6	0	1	0	0	0	0	0	0
miR-3668-3p	0	5	1	0	4	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1
miR-6505-5p	0	5	2	0	4	0	0	10	0	0	4	0	5	0	0	2	10	4	0	7	0
miR-7704-3p	0	5	1	0	0	1	1	0	0	0	2	0	0	0	1	0	0	0	2	0	4
miR-1203-3p	0	5	0	1	0	1	0	2	5	2	0	5	0	0	2	1	2	0	0	1	0
miR-6077-5p	0	5	2	2	0	0	0	3	1	3	0	1	4	0	0	0	0	0	2	0	1.5
miR-4681-5p	0	5	2	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	5
miR-4775-3p	0	5	0	1	2	2	0	1	3	5	0	7	0	3	5	0	0	0	1	0	0
miR-3119-2-5p	0	5	0	0	0	0	1	4	0	0	1	5	3	0	2	1	0	0	0	3	1
miR-4791-3p	0	5	1	2	0	0	2	0	0	3	0	0	0	0	1	2	0	3	0	0	0
miR-33a-3p	0	5	6	0	5	4	6	5	30	13	0	0	23	1	16	1	0	1	0	0	0
miR-3163-3p	0	5	0	2	0	0	0	0	0	0	3	0	1	3	1	0	0	2	0	1	3
miR-548ba	0	5	9	0	6	7	6	5	31	10	81	5	10	0	9	10	0	2	0	0	0
miR-3127-3p	0	5	0	0	3	4	4	2	4	2	0	7	12	0	0	0	15	2	0	0	5
let-7a-2-3p	0	5	1	0	3	0	5	9	6	11	1	3	5	2	2	0	0	11	0	0	0
miR-664b-5p	0	5	3	4	8	0	2	2	1	8	5	5	0	13	0	0	0	4	8	2	3
miR-1343-5p	0	5	10	0	7	1	11	7	3	15	12	9	5	3	7	8	2	7	1	5	5
miR-422a-5p	0	5	5	7	10	0	5	0	11	1	7	3	4	10	4	2	0	4	5	4	12
miR-4426-5p	0	5	1	13	4	2	12	8	0	1	4	0	0	0	4	0	0	2	1	0	0
miR-5694-3p	0	5	6	0	2	0	5	7	0	7	12	9	3	0	3	6	0	16	4	5	2
miR-6835-5p	0	5	7	12	1	0	2	1	5	1	0	4	4	3	0	3	0	0	5	0	7
miR-4495-3p	0	5	0	0	1	0	1	0	0	0	9	0	1	1	0	0	0	1	0	0	0
miR-3116-2-5p	0	5	3	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0
miR-4656-5p	0	5	4	6	8	0	1	8	2	0	0	6	1	8	11	0	0	7	4	10	0
miR-199a-1-5p	0	5	4	0	0	0	0	1	27	14	5	0	3	1	0	0	8	6	0	1	0
miR-3156-1-5p	0	5	0	5	4	0	0	1	5	0	0	8	4	0	0	0	0	0	0	0	8
miR-6769a-3p	0	5	1	0	1	3	0	3	10	1	11	4	0	2	0	7	0	6	4	4	0
miR-1289-2-3p	0	5	0	7	0	6	0	13	5	7	1	19	3	5	1	4	0	0	13	16	13
miR-6761-5p	0	5	5	10	7	10	6	0.5	33	5	5	17	5	9	8	8	0	21	9	2	4
miR-4298-3p	0	5	2	0	0	0	4	0	1	0	0	0	0	0	1	0	0	7	0	0	0
miR-4428-5p	0	5	0	0	1	0	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0
miR-6514-3p	0	5	1	0	0	8	0	1	4	4	2	0	3	3	0	0	0	6	1	0	1
miR-4788-3p	0	5	0	1	2	5	1	3	19	0	0	0	2	5	0	0	0	0	6	0	0
miR-33b-3p	0	5	1	2	8	0	0	10	2	0	4	0	4	7	2	1	0	0	1	0	2
miR-4645-3p	0	5	6	10	7	18	2	13	10	0	11	7	3	4	2	5	0	20	5	0	10
miR-4658-5p	0	5	6	1	5	0	0	5	5	4	3	0	6	0	7	7	6	2	0	0	0
miR-556-5p	0	5	7	3	0	0	0	7	4	8	8	0	16	0	16	1	0	13	9	2	0
miR-1260b	0	5	1	0	0	0	0	3	3	3	3	0	3	0	1	2	0	0	0	0	0
miR-6068-5p	0	5	2	0	1	0	0	4	4	1	1	2	18	0	2	0	0	2	9	0	2
miR-4742-5p	0	5	2	0	0	5	0	3	0	0	2	3	1	7	2	0	0	1	0	0	4
miR-6871-3p	0	5	3	2	0	6	3	1	0	6	7	1	4	0	0	2	6	0	0	2	0
miR-6825-5p	0	5	0	0	0	0	0	0	1	0	0	14	0	2	0	0	1	0	1	0	0
miR-4716-3p	0	5	1	0	10	0	2	9	0	0	2	0	3	0	0	1	0	5	1	0	0
miR-1183-5p	0	5	0	0	1	1	0	0	2	0	2	0	0	1	0	2	0	0	2	0	0
miR-12126-5p	0	5	5	3	3	8	8	4	4	4	5	12	5	9	21	15	0	15	2	5	7
miR-3152-5p	0	5	1	0	4	0	0	0	8	6	2	0	3	0	5	1	0	0	0	1	10
miR-3085-5p	0	5	4	1	0	0	6	1	7	0	0	3	0	3	3	4	0	8	0	4	1
miR-1276-5p	0	5	1	1	5	0	1	1	2	3	6	14	7	0	2	3	0	4	6	3	5
miR-4676-5p	0	5	1	0	0	0	0	0	0	0	6	0	0	0	2	0	0	1	0	1	0
miR-8067-3p	0	5	1	0	8	0	0	0	5	0	0	5	1	0	5	2	0	3	0	0	7
miR-3129-3p	0	5	3	0	0	0	1	2	1	4	1	0	1	0	5	3	0	8	0	0	0
miR-589-3p	0	5	0	0	20	0	2	0	14	1	0	2	5	3	7	0	0	7	0	0	0
miR-153-2-3p	0	5	2	0	8	0	6	3	17	6	5	0	17	0	3	4	0	37	0	0	0
miR-6079-3p	0	5	1	0	0	0	0	5	0	0	5	4	0	0	0	1	0	0	4	5	5
miR-153-2-5p	0	5	3	0	7	0	0	0	13	1	7	0	2	5	7	6	11	3	0	0	0
miR-4263-3p	0	5	1	1	0	0	0	2	0	4	4	0	3	0	0	0	0	0	0	0	0
miR-6073-5p	0	5	0	0	5	6	0	0	0	1	1	1	8	1	1	0	0	1	0	7	0
miR-3150b-5p	0	5	2	3	0	0	6	0	3	0	2	8	0	0	0	0	0	9	0	0	0
miR-4505-5p	0	5	1	0	0	1	0	0	0	2	4	1	8	3	1	3	0	1	2	1	0
miR-6775-5p	0	5	1	2	6	11	0	1	9	1	0	1	0	3	1	0	0	0	4	0	3
miR-942-3p	0	5	0	1	0	1	1	7	8	0	1	0	4	5	1	2	0	0	0	0	0
miR-4424-3p	0	5	3	0	2	3	0	6	0	0	1	0	3	0	2	0	0	2	4	0	0
miR-6764-5p	0	5	3	6	0	0	0	4	0	0	6	0	1	0	0	0	0	0	1	0	0
miR-3688-1-3p	0	5	2	2	2	0	0	3	4	0	2	0	0	0	6	1	1	1	0	0	0
miR-1301-5p	0	5	0	0	0	0	0	0	0	0	0	1	0	7	2	0	0	0	0	1	0
miR-1913-5p	0	5	8	0	10	11	7	2	5	5	5	20	0	21	4	1	0	6	6	19	18
miR-520e-5p	0	5	0	0	0	0	0	4	0	0	0	0	2	15	5	2	0	4	0	0	0
miR-1270-3p	0	5	3	0	0	6	0	2	6	4	1	0	8	0	2	5	1	0	2	3	0
miR-4474-3p	0	5	4	3	4	12	5	14	3	0	6	17	5	3	3	0	0	4	8	0	1
miR-6133-3p	0	5	0	3	10	1	8	5	4	0	3	9	0	0	0	0	0	1	1	0	4
miR-6761-3p	0	5	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	3
miR-6866-5p	0	5	3	5	0	0	6	1	0	3	7	0	7	1	5	4	0	3	0	0	2
miR-4423-5p	0	5	2	6	2	0	0	1	4	1	15	0	6	0	2	0	0	0	0	2	0
miR-4753-3p	0	5	0	0	8	11	0	3	0	0	0	7	0	0	0	0	4	6	2	3	0
miR-4307-5p	0	5	0	2	4	0	0	8	0	3	2	0	2	1	1	2	0	0	5	0	0
miR-7975	0	5	2	6	8	0	4	13	1	5	4	0	7	4	3	5	0	6	0	0	0
miR-5186-3p	0	5	2	3	0	0	0	1	2	0	0	0	2	1	4	0	0	0	0	0	0
miR-4480-5p	0	5	0	0	1	1	0	0	0	0	2	0	0	0	0	0	9	4	0	0	3
miR-5583-2-5p	0	5	0	1	0	0	0	0	0	0	0	0	2	2	1	0	0	1	0	0	0
miR-639-3p	0	5	3	0	6	7	0	11	14	3	7	0	7	8	5	10	9	6	2	8	1
miR-19a-5p	0	5	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0
miR-758-3p	0	5	7	1	4	0	6	1	16	15	7	0	7	0	1	0	7	6	4	0	0
miR-4643-3p	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-371b-5p	0	5	4	0	0	0	2	7	5	3	8	0	8	5	2	1	0	5	3	6	0
miR-184-3p	0	5	7	17	6	3	1	4	49	6	0	10	11	0	15	1	0	0	7	9	6
miR-8079-5p	0	5	0	0	4	0	0	2	0	0	6	1	5	0	0	0	0	2	1	0	2
miR-4444-2-3p	0	5	1	7	8	13	7	11	1	7	5	12	6	12	2	6	0	7	12	0	10
miR-520f-5p	0	5	2	0	0	0	0	0	0	2	2	2	0	0	0	0	0	1	0	1	1
miR-6502-5p	0	5	1	5	1	0	0	7	4	15	1	0	4	2	0	0	0	1	0	0	0
miR-586-3p	0	5	2	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0
miR-4433b-5p	0	5	6	0	1	0	0	8	4	10	9	4	7	0	1	3	1	5	0	0	0
miR-6814-5p	0	5	1	0	0	0	0	3	0	4	0	0	0	1	0	1	0	0	0	0	1
miR-1245a-5p	0	5	0	1	2	0	12	1	0	2	0	2	8	0	0	0	0	2	0	0	0
miR-181b-3p	0	5	0	0	3	0	0	11	5	4	0	0	15	0	0	2	0	9	0	0	0
miR-1278-3p	0	5	2	0	0	0	0	0	2	0	1	0	3	0	0	3	0	4	0	0	0
miR-513c-3p	0	5	5	10	11	11	1	2	11	7	21	0	0	0	11	5	1	2	1	8	2
miR-4265-3p	0	5	0	4	4	3	6	0	0	2	6	1	4	3	2	1	20	0	11	10	1
miR-6787-5p	0	5	5	4	0	2	1	12	1	2	0	4	2	0	3	5	0	1	4	3	0
miR-7849-3p	0	5	0	2	0	0	2	3	0	0	1	5	0	3	0	0	0	0	0	2	0
miR-6886-5p	0	5	2	1	0	7	0	5	21	1	15	12	20	1	7	2	0	16	1	4	0
miR-9903	0	5	4	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-5003-3p	0	4.75	2	5	3	8	0	2	0	1	0	0	2	9	1	0	0	9	2	4	3
miR-4499-3p	0	4.5	2	2	5	0	0	6.5	1	1	1	0	0	1	1.5	3.5	0	0	2	2	0
miR-1283-1-3p	0	4.333333333	0	4	1	1	0	1	0	0	3	1	0	3	3	0	0	2	2	10	0
miR-548z-5p	0	4.111111111	7	0	2	0	5	12.13888889	12.16666667	4.066666667	3	0	8.414285714	2	4.857142857	10.66666667	0	4.888888889	2	0	2
miR-4289-3p	0	4	0	0	3	7	0	1	1	0	3	0	1	0	0	0	0	0	0	0	7
miR-135b-3p	0	4	0	0	4	0	0	4	3	19	4	5	7	3	1	2	2	6	2	0	0
miR-8075-5p	0	4	4	2	2	6	4	15	3	7	4	16	4	11	4	0	0	1	6	5	0
miR-4675-3p	0	4	0	0	1	0	5	0	0	0	8	0	0	7	4	4	0	4	2	0	0
miR-8085-5p	0	4	2	5	11	0	1	2	1	0	0	8	3	1	3	0	0	1	3	0	7
miR-6806-3p	0	4	1	0	0	0	0	6	5	0	4	6	5	3	1	0	0	10	3	0	3
miR-519b-3p	0	4	1	0	0	0	0	2	0	5	3	0	0	0	4	1	0	0	7	0	0
miR-2392-5p	0	4	2	0	3	4	0	6	0	0	0	1	0	1	2	0	0	1	0	0	3
miR-518e-3p	0	4	0	0	4	5	0	0	4	0	1	0	1	4	1	1	12	3	0	0	2
miR-4751-5p	0	4	3	2	2	4	0	11	0	0	8	2	4	0	5	0	0	5	3	0	0
miR-6513-3p	0	4	5	0	6	8	3	5	20	9	2	0	12	0	0	2	15	2	1	0	0
miR-320b-1-5p	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0
miR-607-3p	0	4	3	7	3	9	3	0	9	11	15	0	4	7	10	10	0	13	7	2	12
miR-548ax	0	4	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-6510-5p	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
miR-1973	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-1260b-3p	0	4	0	10	9	1	1	0	4	5	1	12	1	0	6	4	0	2	4	1	10
miR-3176-3p	0	4	13	8	16	16	5	8	9	9	9	13	2	18	16	10	24	9	12	7	23
miR-662-3p	0	4	3	0	12	0	3	0	5	8	4	0	6	1	2	1	0	7	1	1	4
miR-4427-3p	0	4	0	2	0	0	0	5	0	0	0	6	7	1	0	1	0	2	1	0	0
miR-764-5p	0	4	1	2	4	18	8	0	0	1	0	5	2	0	2	1	0	4	2	8	4
miR-6780b-3p	0	4	3	0	0	0	0	8	8	2	17	2	1	9	4	5	0	1	7	3	1
miR-8077-5p	0	4	4	1	0	0	0	1	4	1	2	1	1	0	4	0	1	1	7	0	10
miR-711-3p	0	4	2	0	1	0	3	0	0	0	5	0	1	2	0	0	0	0	0	2	11
miR-4515-3p	0	4	3	4	5	6	0	0	2	0	0	0	3	0	1	0	0	1	1	0	6
miR-3188-5p	0	4	0	0	2	0	0	1	0	0	6	1	7	0	0	0	0	1	6	0	0
miR-31-3p	0	4	7	2	20	5	10	4	11	1	13	0	0	0	0	6	0	4	0	0	0
miR-4282-5p	0	4	3	0	0	20	0	0	7	3	2	0	8	3	0	0	0	2	0	0	0
miR-1208-5p	0	4	6	0	0	0	0	6	0	5	1	1	3	0	2	0	0	4	1	3	0
miR-3650-3p	0	4	0	0	0	3	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0
miR-4315-2-5p	0	4	3	0	0	0	1	1	5	0	3	12	2	0	1	3	0	2	0	1	6
miR-3199-1-3p	0	4	8	3	0	5	5	0	1	3	0	0	21	2	5	0	4	2	0	0	0
miR-548ai-3p	0	4	3	0	4	6	0	7	3	1	2	1	2	0	3	1	0	0	2	1	0
miR-34b-3p	0	4	2	1	0	4	0	0	11	4	0	0	2	0	5	1	0	13	0	0	0
miR-6760-5p	0	4	3	5	0	8	0	5	4	0	3	2	4	7	2	2	0	2	3	1	0
miR-3198-2-3p	0	4	6	23	5	4	4	8	3	0	1	0	8	5	6	3	0	8	6	11	32
miR-10392-3p	0	4	9	7	2	6	0	4	4	7	5	4	12	5	9	5	8	4	2	22	12
miR-19b-1-3p	0	4	3	1	30.5	0	0	0	12	4	0	0	2	2	3	2	13.5	7	0	0	2
miR-4783-3p	0	4	4	8	5	0	1	2	1	0	0	3	7	0	1	2	0	3	1	1	0
miR-3059-5p	0	4	10	3	1	9	1	0	5	5	2	0	7	0	11.33333333	1	1	10	0	4	2
miR-4535-5p	0	4	2	0	6	0	0	0	4	0	9	0	2	0	0	0	0	0	0	0	0
miR-3064-3p	0	4	0	0	0	6	0	2	6	2	0	0	2	0	4	1	0	4	3	0	0
miR-1306-3p	0	4	4	8	23	18	10	11	10	11	8	8	18	9	4	3	0	4	10	2	4
miR-617-5p	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0
miR-572-3p	0	4	0	0	1	1	0	2	0	0	0	2	3	0	0	0	0	2	1	6	0
miR-100-3p	0	4	3	5	0	2	2	3	5	6	0	0	5	1	1	0	0	9	3	0	0
miR-593-5p	0	4	3	1	1	0	0	2	5	0	6	0	1	1	1	0	0	1	0	1	0
miR-548at-5p	0	4	2	4	0	4	3	1	6	9	0	0	6	9	3	3	0	10.33333333	0	0	17
miR-1236-3p	0	4	7	3	0	6	0	3	2	1	9	0	0	3	3	1	26	2	4	0	2
miR-4279-5p	0	4	3	0	3	0	0	2	0	0	0	0	0	1	2	0	3	2	0	0	0
miR-548j-5p	0	4	0	0	2	5	1	3	9	4	0	0	1	1	9	5	0	5	0	0	11
miR-548h-4-3p	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
miR-512-2-5p	0	4	0	1	2	0	3	0	4	0	0	0	4	0	0	0	0	5	0	0	0
miR-7161-3p	0	4	2	7	4	1	1	4	0	1	0	1	5	0	2	2	0	1	0	1	0
miR-6776-5p	0	4	3	3	0	0	1	3	7	0	0	10	0	0	3	1	0	4	2	4	2
miR-495-5p	0	4	2	0	0	0	1	3	0	0	0	0	0	0	0	3	0	0	0	2	2
miR-3622a-5p	0	4	1	2	2	0	0	1	0	1	0	15	0	0	2	1	7	5	0	2	8
miR-4482-3p	0	4	10	0	8	7	2	6	7	0	3	0	0	2	1	1	0	8	2	0	1
miR-7107-3p	0	4	5	1	1	5	0	1	1	1	4	0	2	3	3	3	0	1	3	0	6
miR-6787-3p	0	4	3	0.5	3	3	1	10	0	8	0	9	2	1	1	4	0	9	2	4	0
miR-4523-5p	0	4	7	1	0	0	0	5	3	5	0	0	7	5	0	0	1	1	0	0	4
miR-6742-3p	0	4	1	0	6	6	0	1	5	0	0	0	1	3	0	2	0	3	0	0	0
miR-550a-5p	0	4	0	0	0	0	12	3	0	9	0	0	3	0	0	0	0	0	3	0	0
miR-206-5p	0	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	3	2	0	0
miR-4672-5p	0	4	1	0	0	0	4	4	2	1	0	0	6	3	0	1	0	1	0	2	2
miR-1231-5p	0	4	6	1	3	6	0	6	1	3	4	0	10	8	2	5	0	2	9	5	7
miR-2277-5p	0	4	16	15	101	19	6	55	9	33	32	24	24	14	13	22	0	14	12	4	3
